Step,Value
2250,0.992462537310149
2260,0.9925582531873205
2270,0.9926508054352051
2280,0.9926417129669397
2290,0.9927378663240609
2300,0.9929057134683854
2310,0.9930102067660826
2320,0.9931690764278975
2330,0.9933327437513257
2340,0.9943328321886269
2350,0.9939044950182614
2360,0.9939259670286448
2370,0.9936273957086315
2380,0.9933256611301307
2390,0.9932238697322937
2400,0.9932413094655497
2410,0.9933308148784885
2420,0.9933473941428395
2430,0.9934180900684487
2440,0.993477162365791
2450,0.9934420706311616
2460,0.9933797879276465
2470,0.9932635653783006
2480,0.9931437119298929
2490,0.9930235617146583
2500,0.9940700274574595
2510,0.9949595233388406
2520,0.9957155948380145
2530,0.9962243239755021
2540,0.9965823392642934
2550,0.9967540796088565
2560,0.996952505028673
2570,0.9970971251020468
2580,0.997201670091966
2590,0.9973253662878039
2600,0.9974587070117095
2610,0.9975953371419751
2620,0.9976935377150881
2630,0.9977617285515459
2640,0.9978065211162719
2650,0.9978028775054106
2660,0.9970907831865754
2670,0.9967870369530196
2680,0.9964607960710927
2690,0.9963907187899455
2700,0.9962624706687955
2710,0.9961080589078927
2720,0.9960125001724168
2730,0.9959579364048703
2740,0.9959848887969229
2750,0.9958295834225215
2760,0.9956810603874453
2770,0.9955016991284389
2780,0.9953770297436777
2790,0.995294843019896
2800,0.9952770459816608
2810,0.9959854890844116
2820,0.99658766572175
2830,0.9966919095001909
2840,0.9967619826475729
2850,0.9967026246158239
2860,0.9964896820667151
2870,0.9961233760198304
2880,0.9958701125272409
2890,0.9957554124559016
2900,0.9957368548065715
2910,0.9957391946561882
2920,0.9957146028370248
2930,0.9957095427053173
2940,0.9957539594497731
2950,0.9958008331932111
2960,0.995848597332424
2970,0.9964713077325604
2980,0.9970006115726764
2990,0.9971032989391003
3000,0.997284424753295
3010,0.9973925606246895
3020,0.9975369669457963
3030,0.9976965301078148
3040,0.9978594189798184
3050,0.9980188672769116
3060,0.9981710637881199
3070,0.9983139759781722
3080,0.9984466897954889
3090,0.9985689557973341
3100,0.9986125321960674
3110,0.9986293214569283
3120,0.9988349232383891
3130,0.9985835443250413
3140,0.9985727992420657
3150,0.9986356653521928
3160,0.9987259819197558
3170,0.9988251742695488
3180,0.9989245528408398
3190,0.9990198518101606
3200,0.999109000908792
3210,0.9990881197704286
3220,0.9990856683349012
3230,0.999096128412196
3240,0.9991154890337514
3250,0.9991050340649573
3260,0.9990730535218642
3270,0.9990568760578927
3280,0.9991983446492089
3290,0.9993185929518276
3300,0.9994208040090534
3310,0.9995076834076954
3320,0.9994773628390993
3330,0.999385304030338
3340,0.999261161446646
3350,0.9991844829381147
3360,0.9991413718453589
3370,0.9990728001885425
3380,0.9990333076247462
3390,0.9990152689357157
3400,0.9990129805265489
3410,0.9990221486647755
3420,0.9990395170684512
3430,0.9990626218816119
3440,0.99920322859937
3450,0.9993227443094646
3460,0.9994243326630449
3470,0.9995106827635881
3480,0.9995840803490499
3490,0.9996464682966925
3500,0.9996994980521886
3510,0.9997445733443603
3520,0.9997828873427063
3530,0.9998154542413004
3540,0.9998001313538999
3550,0.9997119424623155
3560,0.9996461371779062
3570,0.9995980436771785
3580,0.9995639591310643
3590,0.9996293652614047
3600,0.999684960472194
3610,0.9997322164013649
3620,0.9997723839411602
3630,0.9998065263499861
3640,0.9998355473974883
3650,0.9998602152878651
3660,0.9998811829946853
3670,0.9998990055454825
3680,0.9998133483581837
3690,0.9997503298118842
3700,0.9997048196152709
3710,0.9996728772334738
3720,0.9996514571955414
3730,0.9996381764871896
3740,0.9996311794195143
3750,0.9996865025065872
3760,0.9997335271305992
