Step,Value
0,0.6761474609375
10,0.6796081542968749
20,0.6797299194335937
30,0.6824701385498047
40,0.684231697845459
50,0.6843923533248902
60,0.6855909222011567
70,0.6866463268397333
80,0.6871222782043982
90,0.6863732724112385
100,0.6870183557683026
110,0.6878962664655572
120,0.6887340432925986
130,0.6866995715643338
140,0.6862336983296837
150,0.6858743271739812
160,0.683792738644759
170,0.6823163571449202
180,0.6793219309169323
190,0.6773259850293925
200,0.6763984739937335
210,0.671481061293111
220,0.6678414216303944
230,0.6618271956905227
240,0.6580700841103818
250,0.651745435751637
260,0.6366374289826415
270,0.6343882745961827
280,0.6272946086020679
290,0.6137897117453515
300,0.5996372095733925
310,0.5861839377076962
320,0.5615055535945105
330,0.5330399134264276
340,0.5094483673304322
350,0.5041675868402424
360,0.47016918831615917
370,0.46142130640662593
380,0.4404678455530539
390,0.42406960475525207
400,0.39112933005758926
410,0.3837706605294196
420,0.37463645793438166
430,0.3635078227403182
440,0.3561519068976299
450,0.3249535471325166
460,0.3073384447501391
470,0.2877353281841026
480,0.2927752547865653
490,0.31037897084104143
500,0.29876894833500245
510,0.29923673291580677
520,0.3092119102342952
530,0.2821649167899712
540,0.28371682722069425
550,0.26608682388954324
560,0.25353090174654147
570,0.25239472961932585
580,0.2388107276959582
590,0.21772567554840042
600,0.2178358366673122
610,0.19483300755393412
620,0.1818048795409612
630,0.19539985500727797
640,0.1821379266829441
650,0.17539028150374467
660,0.1663125360921478
670,0.1516155564961967
680,0.17890335913016564
690,0.17987356509950797
700,0.16174110211192552
710,0.1520682928132031
720,0.14767044818321484
730,0.13474381894401385
740,0.1323209423914743
750,0.1507801817090227
760,0.1495945051606771
770,0.13779661814389976
780,0.12871312395747103
790,0.1375237167041824
800,0.12648244710138706
810,0.11739834755326885
820,0.10475933669225117
830,0.09857722024603068
840,0.10356259460658701
850,0.093458999177806
860,0.09383853339537337
870,0.11255923165755174
880,0.13444392448460257
890,0.1467367855799786
900,0.14380814640509118
910,0.1429055264340736
920,0.13753548573800553
930,0.14688181693003907
940,0.14146779619107033
950,0.1331840281295973
960,0.16241887965966942
970,0.17382226780349244
980,0.1580986781517674
990,0.13847084771196128
1000,0.1234786286057042
1010,0.10975047826626458
1020,0.09932895648360028
1030,0.0929723414351325
1040,0.10001838780287044
1050,0.11308770070787932
1060,0.12063492920765445
1070,0.1416198328013598
1080,0.13104704297026717
1090,0.11557623530402397
1100,0.10197486546862546
1110,0.10640338616713046
1120,0.09540303372912144
1130,0.0873218839370872
1140,0.08376253796151435
1150,0.11780565162153525
1160,0.10264992915296317
1170,0.09178201131322182
