Step,Value
0,0.685791015625
10,0.685882568359375
20,0.6865280151367188
30,0.687259750366211
40,0.6878267936706544
50,0.6887665441513062
60,0.6886864258098603
70,0.6884535302977562
80,0.6873766628624678
90,0.6879811009330976
100,0.6874694826681329
110,0.686961364955413
120,0.684350509821476
130,0.6837243005357546
140,0.6827891906116414
150,0.6779110952230203
160,0.6709906662911297
170,0.6623708749412103
180,0.6592737886219038
190,0.6477514947426808
200,0.6366574961172161
210,0.6337553072465087
220,0.62303954533922
230,0.6154097243781809
240,0.5991648550769224
250,0.5877462425380402
260,0.5702172407276467
270,0.5536971057903747
280,0.5276386947069748
290,0.5238728343485848
300,0.49326096437207834
310,0.4712600399311103
320,0.44063908814066255
330,0.41371177350354754
340,0.3912469874584842
350,0.3550750455408834
360,0.3706889107800634
370,0.33631894208297575
380,0.318077063905295
390,0.30427663713200076
400,0.2896829626071225
410,0.26225567995921817
420,0.24492889412744484
430,0.2437577973130156
440,0.22564085928344607
450,0.2070245277542104
460,0.18903084614967258
470,0.176953150989917
480,0.16662760082678102
490,0.16083206910120137
500,0.15930934003484928
510,0.16008868976204377
520,0.14987696100476844
530,0.16315820371928755
540,0.14612084401100378
550,0.14266203747771258
560,0.14316901237363383
570,0.13348050286378016
580,0.12237394714856861
590,0.11008436813780675
600,0.10408540005092481
610,0.09731658418391109
620,0.09194246234001582
630,0.10182033584790016
640,0.09824028626417217
650,0.11141752762630416
660,0.11208046305755386
670,0.1032454977859325
680,0.09643215029089419
690,0.09268529191962335
700,0.08218940425960954
710,0.08741851925543373
720,0.08423406320549758
730,0.07494120073395029
740,0.06712008745735383
750,0.06462434377844802
760,0.059752088085704244
770,0.05485621899516306
780,0.05147807835169915
790,0.04835975252423725
800,0.04368643234579697
810,0.04457784920779461
820,0.05440757121017034
830,0.053536322003254165
840,0.05505139067053948
850,0.05916331479090582
860,0.05286373822656682
870,0.04784898767324586
880,0.04738388546342109
890,0.04245754654039229
900,0.03923832862183345
910,0.03655892774774788
920,0.033194248284072025
930,0.04232424571553349
940,0.03932043078813511
950,0.03475803473375762
960,0.030876278757702765
970,0.036404186385575674
980,0.03233988067810553
990,0.040551757157932675
1000,0.036599454323378515
1010,0.035570872310735996
1020,0.031324146798598254
1030,0.028557287474121014
1040,0.025501216249365168
1050,0.04324843295136469
1060,0.038291672235344555
1070,0.04067050860402237
1080,0.037391616197086
1090,0.032850679057745275
1100,0.03031660899839989
1110,0.027597168262043226
1120,0.024290937482270434
1130,0.02140718455524237
1140,0.025608516654365684
1150,0.022480778279745987
1160,0.019711049919742096
1170,0.01838724975447365
1180,0.021114744642987175
1190,0.018476750666570837
1200,0.01820784636584058
1210,0.017064107994338516
1220,0.02226065348494604
1230,0.01970855134996048
1240,0.018442203377996194
1250,0.01649169356526649
1260,0.01458313461409468
1270,0.012874599663679698
1280,0.011327144417191709
1290,0.014074603096715002
